,Category,Message,Emoji,Mathematical symbols,URL,shorthands,Dot,length,capitals,Num_Phone,Special characters,word_count,mis_spell
4416,ham,"Yeah I should be able to, I'll text you when I'm ready to meet up",0,0,0,3,0,65,1,0,0,15,1
4417,ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,0,0,0,6,0,149,1,0,2,30,1
4418,ham,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",0,0,0,3,0,199,1,0,1,41,1
4419,ham,"When you get free, call me",0,0,0,0,0,26,0,0,0,6,1
4420,ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already â¦,0,0,0,0,0,124,0,0,0,23,6
4421,ham,Ok i msg u b4 i leave my house.,0,0,0,4,0,31,0,0,0,9,1
4422,ham,Still at west coast... Haiz... Ã'll take forever to come back...,0,0,0,1,3,65,0,0,0,11,5
4423,ham,MMM ... Fuck .... Merry Christmas to me,0,0,0,2,2,39,1,0,0,8,1
4424,ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,0,0,0,1,1,83,0,0,0,15,1
4425,ham,Update your face book status frequently :),1,0,0,1,0,42,0,0,0,7,1
4426,ham,Just now saw your message.it k da:),1,0,1,2,0,35,0,0,0,7,1
4427,ham,Was it something u ate?,0,0,0,1,0,23,0,0,0,5,1
4428,ham,So what did the bank say about the money?,0,0,0,0,0,41,0,0,0,9,1
4429,ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,0,0,0,5,2,72,0,0,0,15,1
4430,ham,Hey they r not watching movie tonight so i'll prob b home early...,0,0,0,5,1,66,0,0,0,13,1
4431,ham,Yar lor... How u noe? U used dat route too?,0,0,0,4,1,43,1,0,0,10,1
4432,ham,2mro i am not coming to gym machan. Goodnight.,0,0,0,1,0,46,0,0,0,9,1
4433,ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,0,0,0,3,0,116,0,0,3,23,1
4434,ham,Can u look 4 me in da lib i got stuff havent finish yet.,0,0,0,3,0,56,0,0,0,14,1
4435,ham,Sounds great! Im going to sleep now. Have a good night!,0,0,0,1,0,55,0,0,2,11,1
4436,spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,0,1,0,3,1,137,0,2,2,23,1
4437,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,1,0,2,2,166,0,0,3,23,1
4438,ham,How come u got nothing to do?,0,0,0,1,0,29,0,0,0,7,1
4439,ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,0,0,0,0,0,96,0,0,0,21,1
4440,ham,i want to grasp your pretty booty :),1,0,0,0,0,36,0,0,0,8,1
4441,ham,I've got it down to a tea. not sure which flavour,0,0,0,0,0,49,0,0,0,11,1
4442,ham,I'm going 2 orchard now laready me reaching soon. U reaching?,0,0,0,3,0,61,1,0,0,11,1
4443,ham,Dear i am not denying your words please,0,0,0,1,0,39,0,0,0,8,1
4444,ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,0,0,0,2,0,141,1,0,0,33,1
4445,ham,COME BACK TO TAMPA FFFFUUUUUUU,0,0,0,0,0,30,5,0,0,5,1
4446,ham,"2 celebrate my bÂday, y else?",0,0,0,3,0,30,0,0,0,6,5
4447,ham,Merry christmas to u too annie!,0,0,0,1,0,31,0,0,1,6,1
4448,ham,Please tell me you have some of that special stock you were talking about,0,0,0,0,0,73,0,0,0,14,1
4449,ham,I sent them. Do you like?,0,0,0,0,0,25,1,0,0,6,1
4450,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Â£1000. To claim txt DIS to 87121 18+6*Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",0,2,0,4,0,161,4,0,1,22,5
4451,ham,"Awesome, be there in a minute",0,0,0,1,0,29,0,0,0,6,1
4452,ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",0,2,0,3,0,379,2,0,0,76,1
4453,ham,I've told you everything will stop. Just dont let her get dehydrated.,0,0,0,0,0,69,0,0,0,12,1
4454,ham,Or I guess  &lt;#&gt;  min,0,0,0,1,0,26,1,0,3,7,1
4455,ham,I'm home. Ard wat time will u reach?,0,0,0,4,0,36,0,0,0,8,1
4456,ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",0,0,0,15,4,324,3,0,2,79,1
4457,ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",0,0,0,0,0,116,0,0,0,22,1
4458,ham,Aight should I just plan to come up later tonight?,0,0,0,1,0,50,1,0,0,10,1
4459,ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,0,0,0,5,3,89,2,0,0,18,1
4460,spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",0,2,0,2,0,149,1,1,0,26,1
4461,ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,0,0,0,1,0,237,0,0,0,48,1
4462,ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",0,0,0,6,0,236,0,0,0,49,1
4463,ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",0,0,0,0,0,95,1,0,0,17,1
4464,ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,0,0,0,1,0,85,0,0,0,19,1
4465,ham,Ranjith cal drpd Deeraj and deepak 5min hold,0,0,0,2,0,44,0,0,0,8,1
4466,ham,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,0,0,0,3,0,95,15,0,0,15,1
4467,ham,Hey u still at the gym?,0,0,0,2,0,23,0,0,0,6,1
4468,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,0,0,4,1,145,3,0,0,34,1
4469,ham,Much better now thanks lol,0,0,0,1,0,26,0,0,0,5,1
4470,ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",0,0,0,11,0,160,0,0,0,39,1
4471,ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",0,0,0,2,0,97,1,0,0,20,1
4472,ham,Wa... U so efficient... Gee... Thanx...,0,0,0,1,4,39,1,0,0,6,1
4473,spam,3. You have received your mobile content. Enjoy,0,0,0,0,0,47,0,0,0,8,1
4474,ham,S but not able to sleep.,0,0,0,0,0,24,1,0,0,6,1
4475,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,0,1,0,0,0,65,1,1,1,11,1
4476,ham,We will meet soon princess! Ttyl!,0,0,0,2,0,33,0,0,2,6,1
4477,ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,0,0,0,1,0,76,0,0,0,17,1
4478,ham,Oh :-)only 4 outside players allowed to play know,1,1,0,1,0,49,0,0,0,9,1
4479,ham,I anything lor.,0,0,0,0,0,15,1,0,0,3,1
4480,ham,Erutupalam thandiyachu,0,0,0,0,0,22,0,0,0,2,1
4481,ham,"Y cant u try new invention to fly..i'm not joking.,",0,0,0,2,1,51,1,0,0,10,1
4482,ham,No..its ful of song lyrics..,0,0,0,0,2,28,0,0,0,5,1
4483,ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks",0,0,0,3,0,69,0,0,0,15,1
4484,ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,0,0,0,2,0,159,0,0,0,27,1
4485,ham,Shopping? Eh ger i toking abt syd leh...Haha,0,0,0,2,1,44,0,0,0,8,1
4486,ham,What not under standing.,0,0,0,0,0,24,0,0,0,4,1
4487,ham,have * good weekend.,0,1,0,0,0,20,0,0,0,4,1
4488,ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,0,0,0,1,0,126,0,0,0,21,1
4489,ham,Call me when you get the chance plz &lt;3,0,0,0,1,0,41,0,0,1,9,1
4490,ham,The new deus ex game comin early next yr,0,0,0,2,0,40,0,0,0,9,1
4491,ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,0,1,0,2,0,162,0,0,3,28,1
4492,ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",0,0,0,3,0,171,0,0,1,31,1
4493,ham,Probably a couple hours tops,0,0,0,2,0,28,0,0,0,5,1
4494,ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",0,2,0,2,2,62,1,0,1,13,1
4495,ham,Man this bus is so so so slow. I think you're gonna get there before me,0,0,0,1,0,71,1,0,0,16,1
4496,ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,0,0,0,2,0,109,0,0,0,22,1
4497,ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",0,0,0,2,0,135,3,0,0,27,1
4498,ham,Ok,0,0,0,1,0,2,0,0,0,1,0
4499,spam,"Latest Nokia Mobile or iPOD MP3 Player +Â£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.Â£1,50/Mtmsgrcvd18+",0,3,0,2,0,125,3,0,2,18,5
4500,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",0,2,1,5,0,158,6,1,0,22,1
4501,ham,Nvm take ur time.,0,0,0,2,0,17,0,0,0,4,1
4502,ham,So wat's da decision?,0,0,0,1,0,21,0,0,0,4,1
4503,ham,Wot is u up 2 then bitch?,0,0,0,3,0,25,0,0,0,7,1
4504,ham,Stupid.its not possible,0,0,0,0,0,23,0,0,0,3,1
4505,ham,She told to hr that he want posting in chennai:)because i'm working here:),2,0,0,2,0,74,0,0,0,13,1
4506,spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,0,0,0,0,0,73,0,0,0,13,1
4507,ham,When are you guys leaving?,0,0,0,0,0,26,0,0,0,5,1
4508,ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ã got a lot of work ar?,0,0,0,6,2,149,0,0,0,34,5
4509,ham,Not able to do anything.,0,0,0,0,0,24,0,0,0,5,1
4510,ham,Ã takin linear algebra today?,0,0,0,0,0,30,0,0,0,5,5
4511,ham,This weekend is fine (an excuse not to do too much decorating),0,0,0,0,0,62,0,0,0,12,1
4512,ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",0,2,0,3,1,132,4,0,0,27,1
4513,ham,Now project pa. After that only i can come.,0,0,0,1,0,43,0,0,0,9,1
4514,spam,Money i have won wining number 946 wot do i do next,0,0,0,1,0,51,0,0,0,12,1
4515,ham,"Sure, whenever you show the fuck up &gt;:(",0,0,0,1,0,42,0,0,1,8,1
4516,ham,That was random saw my old roomate on campus. He graduated,0,0,0,1,0,58,0,0,0,11,1
4517,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",0,0,0,7,0,161,2,1,2,26,1
4518,ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",0,0,0,1,1,125,0,0,0,18,1
4519,ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,0,0,0,2,0,94,2,0,0,19,1
4520,ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",0,1,0,2,0,104,0,0,0,22,1
4521,ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,0,0,0,4,0,94,1,0,0,22,1
4522,ham,Hi good mornin.. Thanku wish u d same..,0,0,0,2,2,39,0,0,0,8,1
4523,ham,DO U WANT 2 MEET UP 2MORRO,0,0,0,2,0,26,6,0,0,7,1
4524,ham,Actually I decided I was too hungry so I haven't left yet :V,0,0,0,1,0,60,4,0,0,13,1
4525,ham,I've sent Ã¼ my part..,0,0,0,0,1,22,0,0,0,5,5
4526,ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,0,0,0,8,0,158,0,0,0,34,1
4527,spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec Â£1.50ea. OTBox 731 LA1 7WS. )",0,0,0,7,0,163,6,0,1,35,5
4528,ham,Understand. his loss is my gain :) so do you work? School?,1,0,0,0,0,58,0,0,0,12,1
4529,ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,0,0,0,8,0,120,24,0,2,28,1
4530,ham,"Hiya, probably coming home * weekend after next",0,1,0,1,0,47,0,0,0,8,1
4531,ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,0,0,0,0,1,110,2,0,0,21,1
4532,ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,0,0,0,2,0,205,3,0,0,41,1
4533,ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,0,0,0,1,0,73,1,0,0,15,1
4534,spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,0,3,0,6,0,160,1,0,0,34,1
4535,ham,I have no money 4 steve mate! !,0,0,0,2,0,31,1,0,2,8,1
4536,ham,IM LATE TELLMISS IM ON MY WAY,0,0,0,4,0,29,7,0,0,7,1
4537,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0,0,0,4,0,152,0,0,2,28,1
4538,ham,Normally i use to drink more water daily:),1,0,0,0,0,42,0,0,0,8,1
4539,ham,Dare i ask... Any luck with sorting out the car?,0,0,0,1,1,48,0,0,0,10,1
4540,ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",0,0,0,4,0,137,0,0,0,28,1
4541,ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",0,0,0,4,0,105,0,0,1,18,1
4542,ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0,0,0,3,1,155,0,0,1,29,1
4543,spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,0,1,0,6,0,143,2,1,0,30,1
4544,ham,I've been trying to reach him without success,0,0,0,0,0,45,0,0,0,8,1
4545,ham,when you and derek done with class?,0,0,0,2,0,35,0,0,0,7,1
4546,ham,Never y lei... I v lazy... Got wat? Dat day Ã¼ send me da url cant work one...,0,0,0,6,3,78,1,0,0,18,5
4547,ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,0,0,0,2,2,159,3,0,0,31,1
4548,ham,Hey mate. Spoke to the mag people. Weâre on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,0,0,0,2,0,125,0,0,0,26,6
4549,ham,Hope you are having a good week. Just checking in,0,0,0,0,0,49,0,0,0,10,1
4550,ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",0,0,0,0,0,73,0,0,0,14,1
4551,ham,Hey! do u fancy meetin me at 4 at cha Â hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,0,0,0,9,0,162,0,0,1,42,5
4552,ham,Great. Have a safe trip. Dont panic surrender all.,0,0,0,1,0,50,0,0,0,9,1
4553,ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",0,0,0,2,0,137,5,0,0,27,1
4554,ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,0,0,0,5,4,118,1,0,0,25,1
4555,ham,Try to do something dear. You read something for exams,0,0,0,0,0,54,0,0,0,10,1
4556,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0,0,0,8,1,151,2,0,0,30,1
4557,ham,Gettin rdy to ship comp,0,0,0,2,0,23,0,0,0,5,1
4558,ham,I am in hospital da. . I will return home in evening,0,0,0,0,0,52,2,0,0,12,1
4559,ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),0,0,0,1,0,90,17,0,0,17,1
4560,ham,Think + da. You wil do.,0,1,0,0,0,23,0,0,0,6,1
4561,ham,I'm awake oh. What's up.,0,0,0,1,0,24,0,0,0,5,1
4562,ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,0,0,0,0,0,156,1,0,0,31,1
4563,ham,How much u trying to get?,0,0,0,1,0,25,0,0,0,6,1
4564,ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",0,0,0,2,1,73,0,0,2,13,1
4565,ham,Tell me again what your address is,0,0,0,0,0,34,0,0,0,7,1
4566,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",1,7,0,4,0,158,3,0,2,27,1
4567,ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,0,0,0,4,0,208,0,0,6,45,1
4568,ham,But you were together so you should be thinkin about him,0,0,0,0,0,56,0,0,0,11,1
4569,ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,0,0,0,6,0,112,0,0,0,25,1
4570,ham,At WHAT TIME should i come tomorrow,0,0,0,0,0,35,2,0,0,7,1
4571,spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,0,3,0,4,0,156,6,0,1,32,1
4572,ham,"CHA QUITEAMUZING THATÂSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",0,0,0,3,0,120,17,0,2,20,5
4573,ham,Omg how did u know what I ate?,0,0,0,2,0,30,1,0,0,8,1
4574,spam,URGENT! This is the 2nd attempt to contact U!U have WON Â£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÂ£7. 50,0,0,0,1,0,144,4,1,3,17,5
4575,ham,:( but your not here....,0,0,0,0,1,24,0,0,0,5,1
4576,ham,Not directly behind... Abt 4 rows behind Ã¼...,0,0,0,2,2,46,0,0,0,8,5
4577,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,0,0,0,5,0,115,2,0,1,21,1
4578,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",0,0,0,3,0,159,3,0,2,28,1
4579,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",0,2,0,2,0,152,5,1,2,26,1
4580,ham,No plans yet. What are you doing ?,0,0,0,1,0,34,0,0,0,8,1
4581,ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0,1,0,2,3,142,1,0,3,26,1
4582,ham,Not course. Only maths one day one chapter with in one month we can finish.,0,0,0,4,0,75,0,0,0,15,1
4583,ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),1,1,0,2,0,95,1,0,1,21,1
4584,spam,"For ur chance to win a Â£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",0,3,1,2,0,127,2,1,1,19,5
4585,ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,0,0,0,0,0,77,1,0,0,15,1
4586,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,0,5,0,3,0,158,2,1,0,24,1
4587,spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876",0,1,0,3,0,159,4,1,0,29,5
4588,ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",0,0,0,3,0,79,1,0,0,19,1
4589,ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),1,0,0,3,0,229,5,0,0,52,1
4590,ham,Have you not finished work yet or something?,0,0,0,0,0,44,0,0,0,8,1
4591,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0,0,0,1,0,117,0,0,0,27,1
4592,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50,0,1,0,9,0,156,7,0,3,28,5
4593,ham,Right it wasnt you who phoned it was someone with a number like yours!,0,0,0,0,0,70,0,0,1,14,1
4594,ham,It's ok i wun b angry. Msg u aft i come home tonight.,0,0,0,5,0,53,0,0,0,13,1
4595,ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,0,0,0,3,0,106,1,0,0,23,1
4596,ham,Yo sorry was in the shower sup,0,0,0,2,0,30,0,0,0,7,1
4597,ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",0,0,0,2,0,86,1,0,0,21,1
4598,ham,Full heat pa:-) i have applyed oil pa.,1,1,0,1,0,38,0,0,0,8,1
4599,ham,I'm stuck in da middle of da row on da right hand side of da lt...,0,0,0,7,1,66,0,0,0,16,1
4600,ham,Have you laid your airtel line to rest?,0,0,0,1,0,39,0,0,0,8,1
4601,ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,0,0,0,7,0,96,0,0,0,23,1
4602,spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,0,1,0,3,0,144,1,0,2,26,1
4603,ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",0,0,0,6,0,153,0,0,3,29,1
4604,ham,And I don't plan on staying the night but I prolly won't be back til late,0,0,0,3,0,73,2,0,0,16,1
4605,ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,0,0,0,2,0,35,7,0,2,8,1
4606,ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",0,0,0,2,0,72,2,0,0,18,1
4607,ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",0,0,0,4,6,133,0,0,0,25,1
4608,ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,0,0,0,0,0,106,0,0,2,19,1
4609,ham,We live in the next  &lt;#&gt; mins,0,0,0,2,0,35,0,0,3,8,1
4610,ham,Y de asking like this.,0,0,0,2,0,22,1,0,0,5,1
4611,ham,Just glad to be talking to you.,0,0,0,0,0,31,0,0,0,7,1
4612,ham,Wat time Ã¼ finish?,0,0,0,1,0,19,0,0,0,4,5
4613,ham,Sorry da. I gone mad so many pending works what to do.,0,0,0,1,0,54,1,0,0,12,1
4614,ham,How much you got for cleaning,0,0,0,0,0,29,0,0,0,6,1
4615,ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,0,0,0,4,0,101,0,0,0,19,1
4616,spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,0,0,0,4,0,108,3,0,1,20,1
4617,ham,Ã called dad oredi...,0,0,0,0,1,22,0,0,0,4,5
4618,ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,0,0,0,1,1,89,1,0,0,19,1
4619,ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,0,0,0,3,2,75,0,0,0,15,1
4620,ham,"Sorry, I'll call later In meeting.",0,0,0,1,0,34,0,0,0,6,1
4621,ham,THIS IS A LONG FUCKIN SHOWR,0,0,0,0,0,27,6,0,0,6,1
4622,ham,"Received, understood n acted upon!",0,0,0,1,0,34,0,0,1,5,1
4623,ham,They finally came to fix the ceiling.,0,0,0,1,0,37,0,0,0,7,1
4624,ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",0,0,0,4,1,170,2,0,0,27,1
4625,ham,Jus finish blowing my hair. U finish dinner already?,0,0,0,1,0,52,1,0,0,9,1
4626,ham,I'm on the bus. Love you,0,0,0,1,0,24,0,0,0,6,1
4627,ham,Lol ... I knew that .... I saw him in the dollar store,0,0,0,2,2,54,2,0,0,13,1
4628,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!,0,1,0,0,0,139,1,0,1,23,5
4629,spam,Todays Voda numbers ending with 7634 are selected to receive a Â£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,0,0,0,2,0,166,0,1,0,28,5
4630,ham,Only saturday and sunday holiday so its very difficult:),1,0,0,0,0,56,0,0,0,9,1
4631,ham,Everybody had fun this evening. Miss you.,0,0,0,0,0,41,0,0,0,7,1
4632,ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0,0,0,3,0,89,0,0,0,18,1
4633,ham,"I'm in a meeting, call me later at",0,0,0,1,0,34,0,0,0,8,1
4634,ham,Oh wow thats gay. Will firmware update help,0,0,0,1,0,43,0,0,0,8,1
4635,ham,These won't do. Have to move on to morphine,0,0,0,0,0,43,0,0,0,9,1
4636,ham,How come i din c Ã¼... Yup i cut my hair...,0,0,0,5,2,43,0,0,0,11,5
